female,prechod,C,D,OR6,OR8,sig_OR6,sig_OR8,OR86,barva
0. male,N2_N2,euro1,euro7,5.9048101999,5.2875917594,sig,sig,0.8954719255,B1
0. male,N2_N2,euro1,euro8,4.6280151119,2.9562263502,sig,sig,0.6387676528,B1
0. male,N2_N2,euro1,euro9,4.4117757141,5.5543113102,sig,sig,1.2589740889,B1
0. male,N2_N2,euro10,euro1,3.0688044615,3.0358954623,sig,sig,0.9892762802,B1
0. male,N2_N2,euro10,euro10,,,nesig,nesig,,B4
0. male,N2_N2,euro10,euro11,4.2602996255,3.9641544118,sig,sig,0.9304872334,B1
0. male,N2_N2,euro10,euro12,2.1857142857,1.7667392139,sig,sig,0.8083120587,B1
0. male,N2_N2,euro10,euro2,3.1439634745,3.3416838843,sig,sig,1.0628889017,B1
0. male,N2_N2,euro10,euro3,6.0915540541,2.8992409867,sig,sig,0.4759443914,B1
0. male,N2_N2,euro10,euro4,3.4341172079,3.9383561644,sig,sig,1.1468321918,B1
0. male,N2_N2,euro10,euro5,2.3941264099,3.1016549308,sig,sig,1.2955268018,B1
0. male,N2_N2,euro10,euro6,5.9059714795,4.1156682028,sig,sig,0.6968655736,B1
0. male,N2_N2,euro10,euro7,3.4452748973,2.9936433463,sig,sig,0.8689127677,B1
0. male,N2_N2,euro10,euro8,2.7900886382,2.9909300317,sig,sig,1.0719838756,B1
0. male,N2_N2,euro10,euro9,3.7849578821,3.1001408451,sig,sig,0.8190687827,B1
0. male,N2_N2,euro11,euro1,2.4798534799,3.3798539023,sig,sig,1.362924838,B1
0. male,N2_N2,euro11,euro10,4.2602996255,3.9641544118,sig,sig,0.9304872334,B1
0. male,N2_N2,euro11,euro11,,,nesig,nesig,,B4
0. male,N2_N2,euro11,euro12,1.8306878307,2.1495327103,sig,sig,1.1741667117,B1
0. male,N2_N2,euro11,euro2,2.7176349966,4.7696456086,sig,sig,1.7550721913,B1
0. male,N2_N2,euro11,euro3,4.5358695652,4.436761811,sig,sig,0.9781502195,B1
0. male,N2_N2,euro11,euro4,2.2879120879,3.1358490566,sig,sig,1.3706160622,B1
0. male,N2_N2,euro11,euro5,1.6715506716,1.7344378002,sig,sig,1.0376220295,B1
0. male,N2_N2,euro11,euro6,6.7505668934,4.1644970414,sig,sig,0.6169107139,B1
0. male,N2_N2,euro11,euro7,2.3739282444,2.2872878366,sig,sig,0.9635033586,B1
0. male,N2_N2,euro11,euro8,3.0649328574,2.6556122449,sig,sig,0.8664503819,B1
0. male,N2_N2,euro11,euro9,3.4084984483,2.4168157424,sig,sig,0.7090558435,B1
0. male,N2_N2,euro12,euro1,8.5232748538,7.2537485582,sig,sig,0.8510518178,B1
0. male,N2_N2,euro12,euro10,2.1857142857,1.7667392139,sig,sig,0.8083120587,B1
0. male,N2_N2,euro12,euro11,1.8306878307,2.1495327103,sig,sig,1.1741667117,B1
0. male,N2_N2,euro12,euro12,,,nesig,nesig,,B4
0. male,N2_N2,euro12,euro2,1.3705785124,0.7973383812,nesig,nesig,0.5817531604,B4
0. male,N2_N2,euro12,euro3,5.9358974359,3.3943833944,sig,sig,0.5718399671,B1
0. male,N2_N2,euro12,euro4,2.9653154439,3.1799410029,sig,sig,1.0723786602,B1
0. male,N2_N2,euro12,euro5,3.9288648649,2.5036954915,sig,sig,0.6372567084,B1
0. male,N2_N2,euro12,euro6,2.3401687216,1.9057208238,sig,sig,0.814351891,B1
0. male,N2_N2,euro12,euro7,3.4954313744,2.9574548908,sig,sig,0.8460915332,B1
0. male,N2_N2,euro12,euro8,3.2732793522,1.0209309133,sig,nesig,0.311898498,B2
0. male,N2_N2,euro12,euro9,3.8342857143,2.9220779221,sig,sig,0.7620918575,B1
0. male,N2_N2,euro2,euro1,2.4270011747,2.5790378007,sig,sig,1.0626438205,B1
0. male,N2_N2,euro2,euro10,3.1439634745,3.3416838843,sig,sig,1.0628889017,B1
0. male,N2_N2,euro2,euro11,2.7176349966,4.7696456086,sig,sig,1.7550721913,B1
0. male,N2_N2,euro2,euro12,1.3705785124,0.7973383812,nesig,nesig,0.5817531604,B4
0. male,N2_N2,euro2,euro2,,,nesig,nesig,,B4
0. male,N2_N2,euro2,euro3,4.0377906977,6.5342789598,sig,sig,1.6182807503,B1
0. male,N2_N2,euro2,euro4,1.8224852071,1.4145762712,nesig,nesig,0.7761798371,B4
0. male,N2_N2,euro2,euro5,1.9981055,2.5549596035,sig,sig,1.2786910419,B1
0. male,N2_N2,euro2,euro6,2.8220858896,5.4931836407,sig,sig,1.9464976814,B1
0. male,N2_N2,euro2,euro7,3.1090332276,1.9802190508,sig,sig,0.6369243768,B1
0. male,N2_N2,euro2,euro8,3.9724279835,3.1363224638,sig,sig,0.7895227999,B1
0. male,N2_N2,euro2,euro9,3.5462995196,2.1305276849,sig,sig,0.6007748847,B1
0. male,N2_N2,euro3,euro1,9.18,10.656280428,sig,sig,1.1608148615,B1
0. male,N2_N2,euro3,euro10,6.0915540541,2.8992409867,sig,sig,0.4759443914,B1
0. male,N2_N2,euro3,euro11,4.5358695652,4.436761811,sig,sig,0.9781502195,B1
0. male,N2_N2,euro3,euro12,5.9358974359,3.3943833944,sig,sig,0.5718399671,B1
0. male,N2_N2,euro3,euro2,4.0377906977,6.5342789598,sig,sig,1.6182807503,B1
0. male,N2_N2,euro3,euro3,,,nesig,nesig,,B4
0. male,N2_N2,euro3,euro4,12.202197802,5.0162162162,sig,sig,0.4110912065,B1
0. male,N2_N2,euro3,euro5,3.993656286,4.1190217391,sig,sig,1.0313911474,B1
0. male,N2_N2,euro3,euro6,7.3468309859,7.5129166667,sig,sig,1.0226064382,B1
0. male,N2_N2,euro3,euro7,5.9310578662,2.6330558859,sig,sig,0.4439437189,B1
0. male,N2_N2,euro3,euro8,5.162962963,1.7204433498,sig,nesig,0.3332279085,B2
0. male,N2_N2,euro3,euro9,7.379969419,3.0489193586,sig,sig,0.4131344164,B1
0. male,N2_N2,euro4,euro1,4.0214452214,10.060275273,sig,sig,2.5016566729,B1
0. male,N2_N2,euro4,euro10,3.4341172079,3.9383561644,sig,sig,1.1468321918,B1
0. male,N2_N2,euro4,euro11,2.2879120879,3.1358490566,sig,sig,1.3706160622,B1
0. male,N2_N2,euro4,euro12,2.9653154439,3.1799410029,sig,sig,1.0723786602,B1
0. male,N2_N2,euro4,euro2,1.8224852071,1.4145762712,nesig,nesig,0.7761798371,B4
0. male,N2_N2,euro4,euro3,12.202197802,5.0162162162,sig,sig,0.4110912065,B1
0. male,N2_N2,euro4,euro4,,,nesig,nesig,,B4
0. male,N2_N2,euro4,euro5,3.1914893617,4.1711511789,sig,sig,1.3069607027,B1
0. male,N2_N2,euro4,euro6,3.3550724638,2.32,sig,sig,0.6914902808,B1
0. male,N2_N2,euro4,euro7,3.7916666667,3.6803665648,sig,sig,0.970646127,B1
0. male,N2_N2,euro4,euro8,2.3610169492,2.9602307225,sig,sig,1.2537947784,B1
0. male,N2_N2,euro4,euro9,2.7498996387,4.595959596,sig,sig,1.6713190297,B1
0. male,N2_N2,euro5,euro1,4.4105090312,4.4777183601,sig,sig,1.0152384517,B1
0. male,N2_N2,euro5,euro10,2.3941264099,3.1016549308,sig,sig,1.2955268018,B1
0. male,N2_N2,euro5,euro11,1.6715506716,1.7344378002,sig,sig,1.0376220295,B1
0. male,N2_N2,euro5,euro12,3.9288648649,2.5036954915,sig,sig,0.6372567084,B1
0. male,N2_N2,euro5,euro2,1.9981055,2.5549596035,sig,sig,1.2786910419,B1
0. male,N2_N2,euro5,euro3,3.993656286,4.1190217391,sig,sig,1.0313911474,B1
0. male,N2_N2,euro5,euro4,3.1914893617,4.1711511789,sig,sig,1.3069607027,B1
0. male,N2_N2,euro5,euro5,,,nesig,nesig,,B4
0. male,N2_N2,euro5,euro6,2.6767001115,2.5216589862,sig,sig,0.9420775138,B1
0. male,N2_N2,euro5,euro7,3.3095623612,2.5605653963,sig,sig,0.7736870066,B1
0. male,N2_N2,euro5,euro8,4.1666666667,4.2493796526,sig,sig,1.0198511166,B1
0. male,N2_N2,euro5,euro9,3.3557008879,4.5060047047,sig,sig,1.3427909266,B1
0. male,N2_N2,euro6,euro1,5.1152263374,3.8615981704,sig,sig,0.7549222489,B1
0. male,N2_N2,euro6,euro10,5.9059714795,4.1156682028,sig,sig,0.6968655736,B1
0. male,N2_N2,euro6,euro11,6.7505668934,4.1644970414,sig,sig,0.6169107139,B1
0. male,N2_N2,euro6,euro12,2.3401687216,1.9057208238,sig,sig,0.814351891,B1
0. male,N2_N2,euro6,euro2,2.8220858896,5.4931836407,sig,sig,1.9464976814,B1
0. male,N2_N2,euro6,euro3,7.3468309859,7.5129166667,sig,sig,1.0226064382,B1
0. male,N2_N2,euro6,euro4,3.3550724638,2.32,sig,sig,0.6914902808,B1
0. male,N2_N2,euro6,euro5,2.6767001115,2.5216589862,sig,sig,0.9420775138,B1
0. male,N2_N2,euro6,euro6,,,nesig,nesig,,B4
0. male,N2_N2,euro6,euro7,4.3736816084,2.0578341014,sig,sig,0.4705038651,B1
0. male,N2_N2,euro6,euro8,5.0777245846,5.5790684301,sig,sig,1.0987339579,B1
0. male,N2_N2,euro6,euro9,5.1706690297,4.6492565764,sig,sig,0.8991595768,B1
0. male,N2_N2,euro7,euro1,5.9048101999,5.2875917594,sig,sig,0.8954719255,B1
0. male,N2_N2,euro7,euro10,3.4452748973,2.9936433463,sig,sig,0.8689127677,B1
0. male,N2_N2,euro7,euro11,2.3739282444,2.2872878366,sig,sig,0.9635033586,B1
0. male,N2_N2,euro7,euro12,3.4954313744,2.9574548908,sig,sig,0.8460915332,B1
0. male,N2_N2,euro7,euro2,3.1090332276,1.9802190508,sig,sig,0.6369243768,B1
0. male,N2_N2,euro7,euro3,5.9310578662,2.6330558859,sig,sig,0.4439437189,B1
0. male,N2_N2,euro7,euro4,3.7916666667,3.6803665648,sig,sig,0.970646127,B1
0. male,N2_N2,euro7,euro5,3.3095623612,2.5605653963,sig,sig,0.7736870066,B1
0. male,N2_N2,euro7,euro6,4.3736816084,2.0578341014,sig,sig,0.4705038651,B1
0. male,N2_N2,euro7,euro7,,,nesig,nesig,,B4
0. male,N2_N2,euro7,euro8,3.2929881708,2.7370892019,sig,sig,0.8311870739,B1
0. male,N2_N2,euro7,euro9,3.8800598665,3.1794451367,sig,sig,0.8194319794,B1
0. male,N2_N2,euro8,euro1,4.6280151119,2.9562263502,sig,sig,0.6387676528,B1
0. male,N2_N2,euro8,euro10,2.7900886382,2.9909300317,sig,sig,1.0719838756,B1
0. male,N2_N2,euro8,euro11,3.0649328574,2.6556122449,sig,sig,0.8664503819,B1
0. male,N2_N2,euro8,euro12,3.2732793522,1.0209309133,sig,nesig,0.311898498,B2
0. male,N2_N2,euro8,euro2,3.9724279835,3.1363224638,sig,sig,0.7895227999,B1
0. male,N2_N2,euro8,euro3,5.162962963,1.7204433498,sig,nesig,0.3332279085,B2
0. male,N2_N2,euro8,euro4,2.3610169492,2.9602307225,sig,sig,1.2537947784,B1
0. male,N2_N2,euro8,euro5,4.1666666667,4.2493796526,sig,sig,1.0198511166,B1
0. male,N2_N2,euro8,euro6,5.0777245846,5.5790684301,sig,sig,1.0987339579,B1
0. male,N2_N2,euro8,euro7,3.2929881708,2.7370892019,sig,sig,0.8311870739,B1
0. male,N2_N2,euro8,euro8,,,nesig,nesig,,B4
0. male,N2_N2,euro8,euro9,8.3180327869,4.1431451613,sig,sig,0.4980919488,B1
0. male,N2_N2,euro9,euro1,4.4117757141,5.5543113102,sig,sig,1.2589740889,B1
0. male,N2_N2,euro9,euro10,3.7849578821,3.1001408451,sig,sig,0.8190687827,B1
0. male,N2_N2,euro9,euro11,3.4084984483,2.4168157424,sig,sig,0.7090558435,B1
0. male,N2_N2,euro9,euro12,3.8342857143,2.9220779221,sig,sig,0.7620918575,B1
0. male,N2_N2,euro9,euro2,3.5462995196,2.1305276849,sig,sig,0.6007748847,B1
0. male,N2_N2,euro9,euro3,7.379969419,3.0489193586,sig,sig,0.4131344164,B1
0. male,N2_N2,euro9,euro4,2.7498996387,4.595959596,sig,sig,1.6713190297,B1
0. male,N2_N2,euro9,euro5,3.3557008879,4.5060047047,sig,sig,1.3427909266,B1
0. male,N2_N2,euro9,euro6,5.1706690297,4.6492565764,sig,sig,0.8991595768,B1
0. male,N2_N2,euro9,euro7,3.8800598665,3.1794451367,sig,sig,0.8194319794,B1
0. male,N2_N2,euro9,euro8,8.3180327869,4.1431451613,sig,sig,0.4980919488,B1
0. male,N2_N2,euro9,euro9,,,nesig,nesig,,B4
0. male,N2_N2C,euro1,euro1,,,nesig,nesig,,B4
0. male,N2_N2C,euro1,euro10,2.231292517,2.9075630252,sig,sig,1.3030846485,B1
0. male,N2_N2C,euro1,euro11,2.9662607813,3.2942179771,sig,sig,1.110562496,B1
0. male,N2_N2C,euro1,euro12,8.5056239389,11.917647059,sig,sig,1.4011490685,B1
0. male,N2_N2C,euro1,euro2,2.5178459856,3.5405035336,sig,sig,1.4061636628,B1
0. male,N2_N2C,euro1,euro3,7.26910299,9.1137618297,sig,sig,1.2537670524,B1
0. male,N2_N2C,euro1,euro4,9.8191955396,5.2437383178,sig,sig,0.5340293201,B1
0. male,N2_N2C,euro1,euro5,4.401332947,5.6369047619,sig,sig,1.2807267321,B1
0. male,N2_N2C,euro1,euro6,4.647655411,4.9009577379,sig,sig,1.0545010988,B1
0. male,N2_N2C,euro1,euro7,5.8596185065,5.2136054422,sig,sig,0.8897516854,B1
0. male,N2_N2C,euro1,euro8,3.3549706108,4.8641628642,sig,sig,1.4498376971,B1
0. male,N2_N2C,euro1,euro9,5.8794600191,6.1978305785,sig,sig,1.0541496257,B1
0. male,N2_N2C,euro10,euro1,2.231292517,2.9075630252,sig,sig,1.3030846485,B1
0. male,N2_N2C,euro10,euro10,,,nesig,nesig,,B4
0. male,N2_N2C,euro10,euro11,3.4263157895,4.72,sig,sig,1.3775729647,B1
0. male,N2_N2C,euro10,euro12,2.28125,3.293877551,sig,sig,1.4438915292,B1
0. male,N2_N2C,euro10,euro2,1.8383838384,4.3580097087,sig,sig,2.3705657207,B1
0. male,N2_N2C,euro10,euro3,2.3492063492,5.1189584114,sig,sig,2.1790160805,B1
0. male,N2_N2C,euro10,euro4,2.3962790698,3.0808080808,sig,sig,1.2856633101,B1
0. male,N2_N2C,euro10,euro5,2.5744360902,3.708308428,sig,sig,1.4404352247,B1
0. male,N2_N2C,euro10,euro6,2.8333601157,5.8740875912,sig,sig,2.0731877881,B1
0. male,N2_N2C,euro10,euro7,3.2340062112,3.9743754004,sig,sig,1.2289325193,B1
0. male,N2_N2C,euro10,euro8,4.95,5.3046419098,sig,sig,1.0716448303,B1
0. male,N2_N2C,euro10,euro9,2.9058716125,5.3263157895,sig,sig,1.8329494553,B1
0. male,N2_N2C,euro11,euro1,2.9662607813,3.2942179771,sig,sig,1.110562496,B1
0. male,N2_N2C,euro11,euro10,3.4263157895,4.72,sig,sig,1.3775729647,B1
0. male,N2_N2C,euro11,euro11,,,nesig,nesig,,B4
0. male,N2_N2C,euro11,euro12,1.7206287921,2.2402638859,nesig,sig,1.3020030214,B3
0. male,N2_N2C,euro11,euro2,5.5985985986,6.8170103093,sig,sig,1.2176279812,B1
0. male,N2_N2C,euro11,euro3,1.8229508197,5.2600250627,nesig,sig,2.8854454031,B3
0. male,N2_N2C,euro11,euro4,1.3214285714,1.9696969697,nesig,sig,1.4905814906,B3
0. male,N2_N2C,euro11,euro5,2.0727272727,2.915282392,sig,sig,1.4064958909,B1
0. male,N2_N2C,euro11,euro6,7.6750911933,5.9995923913,sig,sig,0.781696561,B1
0. male,N2_N2C,euro11,euro7,2.7627109705,2.5973145993,sig,sig,0.9401325825,B1
0. male,N2_N2C,euro11,euro8,3.3760282021,2.8691045796,sig,sig,0.8498461529,B1
0. male,N2_N2C,euro11,euro9,3.2823377498,3.8619310345,sig,sig,1.1765794165,B1
0. male,N2_N2C,euro12,euro1,8.5056239389,11.917647059,sig,sig,1.4011490685,B1
0. male,N2_N2C,euro12,euro10,2.28125,3.293877551,sig,sig,1.4438915292,B1
0. male,N2_N2C,euro12,euro11,1.7206287921,2.2402638859,nesig,sig,1.3020030214,B3
0. male,N2_N2C,euro12,euro12,,,nesig,nesig,,B4
0. male,N2_N2C,euro12,euro2,1.5648231415,2.1124031008,nesig,sig,1.349930893,B3
0. male,N2_N2C,euro12,euro3,5.3689320388,10.231974922,sig,sig,1.9057747142,B1
0. male,N2_N2C,euro12,euro4,2.7614379085,3.8348943985,sig,sig,1.3887309893,B1
0. male,N2_N2C,euro12,euro5,2.5282984859,3.4269457427,sig,sig,1.3554355871,B1
0. male,N2_N2C,euro12,euro6,3.9789540816,2.7943805875,sig,sig,0.7022902326,B1
0. male,N2_N2C,euro12,euro7,3.3068813131,3.5376304024,sig,sig,1.0697784612,B1
0. male,N2_N2C,euro12,euro8,3.8063063063,3.4822281167,sig,sig,0.9148575644,B1
0. male,N2_N2C,euro12,euro9,2.9375,4.1944915254,sig,sig,1.4279120087,B1
0. male,N2_N2C,euro2,euro1,2.5178459856,3.5405035336,sig,sig,1.4061636628,B1
0. male,N2_N2C,euro2,euro10,1.8383838384,4.3580097087,sig,sig,2.3705657207,B1
0. male,N2_N2C,euro2,euro11,5.5985985986,6.8170103093,sig,sig,1.2176279812,B1
0. male,N2_N2C,euro2,euro12,1.5648231415,2.1124031008,nesig,sig,1.349930893,B3
0. male,N2_N2C,euro2,euro2,,,nesig,nesig,,B4
0. male,N2_N2C,euro2,euro3,3.3134693878,3.7827898551,sig,sig,1.1416402002,B1
0. male,N2_N2C,euro2,euro4,1.5629572584,1.9560185185,nesig,sig,1.2514856104,B3
0. male,N2_N2C,euro2,euro5,1.7392177715,2.0736997871,sig,sig,1.192317501,B1
0. male,N2_N2C,euro2,euro6,6.8003875969,5.4033127889,sig,sig,0.7945595324,B1
0. male,N2_N2C,euro2,euro7,3.0044052863,2.8978461807,sig,sig,0.9645323798,B1
0. male,N2_N2C,euro2,euro8,2.3922134102,3.2344933712,sig,sig,1.3520923164,B1
0. male,N2_N2C,euro2,euro9,2.7929047908,3.3141661435,sig,sig,1.1866377094,B1
0. male,N2_N2C,euro3,euro1,7.26910299,9.1137618297,sig,sig,1.2537670524,B1
0. male,N2_N2C,euro3,euro10,2.3492063492,5.1189584114,sig,sig,2.1790160805,B1
0. male,N2_N2C,euro3,euro11,1.8229508197,5.2600250627,nesig,sig,2.8854454031,B3
0. male,N2_N2C,euro3,euro12,5.3689320388,10.231974922,sig,sig,1.9057747142,B1
0. male,N2_N2C,euro3,euro2,3.3134693878,3.7827898551,sig,sig,1.1416402002,B1
0. male,N2_N2C,euro3,euro3,,,nesig,nesig,,B4
0. male,N2_N2C,euro3,euro4,9.1901886792,6.1231884058,sig,sig,0.6662745042,B1
0. male,N2_N2C,euro3,euro5,6.4801687764,3.3373428103,sig,sig,0.5150086248,B1
0. male,N2_N2C,euro3,euro6,7.7482517483,7.2171052632,sig,sig,0.931449506,B1
0. male,N2_N2C,euro3,euro7,2.2629174543,5.4001465201,sig,sig,2.3863647831,B1
0. male,N2_N2C,euro3,euro8,3.027173913,4.5795555556,sig,sig,1.5128154798,B1
0. male,N2_N2C,euro3,euro9,7.9563636364,6.8564159644,sig,sig,0.8617524635,B1
0. male,N2_N2C,euro4,euro1,9.8191955396,5.2437383178,sig,sig,0.5340293201,B1
0. male,N2_N2C,euro4,euro10,2.3962790698,3.0808080808,sig,sig,1.2856633101,B1
0. male,N2_N2C,euro4,euro11,1.3214285714,1.9696969697,nesig,sig,1.4905814906,B3
0. male,N2_N2C,euro4,euro12,2.7614379085,3.8348943985,sig,sig,1.3887309893,B1
0. male,N2_N2C,euro4,euro2,1.5629572584,1.9560185185,nesig,sig,1.2514856104,B3
0. male,N2_N2C,euro4,euro3,9.1901886792,6.1231884058,sig,sig,0.6662745042,B1
0. male,N2_N2C,euro4,euro4,,,nesig,nesig,,B4
0. male,N2_N2C,euro4,euro5,5.8612958095,3.0690962099,sig,sig,0.5236207674,B1
0. male,N2_N2C,euro4,euro6,3.7306397306,3.0615942029,sig,sig,0.820661984,B1
0. male,N2_N2C,euro4,euro7,5.1459408091,5.1333684765,sig,sig,0.9975568447,B1
0. male,N2_N2C,euro4,euro8,2.6144200627,3.7061403509,sig,sig,1.4175764651,B1
0. male,N2_N2C,euro4,euro9,3.1283312833,4.1526652452,sig,sig,1.3274378156,B1
0. male,N2_N2C,euro5,euro1,4.401332947,5.6369047619,sig,sig,1.2807267321,B1
0. male,N2_N2C,euro5,euro10,2.5744360902,3.708308428,sig,sig,1.4404352247,B1
0. male,N2_N2C,euro5,euro11,2.0727272727,2.915282392,sig,sig,1.4064958909,B1
0. male,N2_N2C,euro5,euro12,2.5282984859,3.4269457427,sig,sig,1.3554355871,B1
0. male,N2_N2C,euro5,euro2,1.7392177715,2.0736997871,sig,sig,1.192317501,B1
0. male,N2_N2C,euro5,euro3,6.4801687764,3.3373428103,sig,sig,0.5150086248,B1
0. male,N2_N2C,euro5,euro4,5.8612958095,3.0690962099,sig,sig,0.5236207674,B1
0. male,N2_N2C,euro5,euro5,,,nesig,nesig,,B4
0. male,N2_N2C,euro5,euro6,3.1379310345,2.8947841727,sig,sig,0.9225136374,B1
0. male,N2_N2C,euro5,euro7,3.6262573708,4.3256037102,sig,sig,1.1928562338,B1
0. male,N2_N2C,euro5,euro8,4.315581854,3.4218217612,sig,sig,0.7928992838,B1
0. male,N2_N2C,euro5,euro9,3.8848816673,4.7536231884,sig,sig,1.2236211024,B1
0. male,N2_N2C,euro6,euro1,4.647655411,4.9009577379,sig,sig,1.0545010988,B1
0. male,N2_N2C,euro6,euro10,2.8333601157,5.8740875912,sig,sig,2.0731877881,B1
0. male,N2_N2C,euro6,euro11,7.6750911933,5.9995923913,sig,sig,0.781696561,B1
0. male,N2_N2C,euro6,euro12,3.9789540816,2.7943805875,sig,sig,0.7022902326,B1
0. male,N2_N2C,euro6,euro2,6.8003875969,5.4033127889,sig,sig,0.7945595324,B1
0. male,N2_N2C,euro6,euro3,7.7482517483,7.2171052632,sig,sig,0.931449506,B1
0. male,N2_N2C,euro6,euro4,3.7306397306,3.0615942029,sig,sig,0.820661984,B1
0. male,N2_N2C,euro6,euro5,3.1379310345,2.8947841727,sig,sig,0.9225136374,B1
0. male,N2_N2C,euro6,euro6,,,nesig,nesig,,B4
0. male,N2_N2C,euro6,euro7,4.6623655914,3.2022858627,sig,sig,0.6868371431,B1
0. male,N2_N2C,euro6,euro8,4.3471254355,4.9868945869,sig,sig,1.1471706213,B1
0. male,N2_N2C,euro6,euro9,4.7859848485,6.3687449826,sig,sig,1.3307073015,B1
0. male,N2_N2C,euro7,euro1,5.8596185065,5.2136054422,sig,sig,0.8897516854,B1
0. male,N2_N2C,euro7,euro10,3.2340062112,3.9743754004,sig,sig,1.2289325193,B1
0. male,N2_N2C,euro7,euro11,2.7627109705,2.5973145993,sig,sig,0.9401325825,B1
0. male,N2_N2C,euro7,euro12,3.3068813131,3.5376304024,sig,sig,1.0697784612,B1
0. male,N2_N2C,euro7,euro2,3.0044052863,2.8978461807,sig,sig,0.9645323798,B1
0. male,N2_N2C,euro7,euro3,2.2629174543,5.4001465201,sig,sig,2.3863647831,B1
0. male,N2_N2C,euro7,euro4,5.1459408091,5.1333684765,sig,sig,0.9975568447,B1
0. male,N2_N2C,euro7,euro5,3.6262573708,4.3256037102,sig,sig,1.1928562338,B1
0. male,N2_N2C,euro7,euro6,4.6623655914,3.2022858627,sig,sig,0.6868371431,B1
0. male,N2_N2C,euro7,euro7,,,nesig,nesig,,B4
0. male,N2_N2C,euro7,euro8,3.8107402032,3.2958801498,sig,sig,0.8648923763,B1
0. male,N2_N2C,euro7,euro9,4.6904779412,4.6225781611,sig,sig,0.9855239102,B1
0. male,N2_N2C,euro8,euro1,3.3549706108,4.8641628642,sig,sig,1.4498376971,B1
0. male,N2_N2C,euro8,euro10,4.95,5.3046419098,sig,sig,1.0716448303,B1
0. male,N2_N2C,euro8,euro11,3.3760282021,2.8691045796,sig,sig,0.8498461529,B1
0. male,N2_N2C,euro8,euro12,3.8063063063,3.4822281167,sig,sig,0.9148575644,B1
0. male,N2_N2C,euro8,euro2,2.3922134102,3.2344933712,sig,sig,1.3520923164,B1
0. male,N2_N2C,euro8,euro3,3.027173913,4.5795555556,sig,sig,1.5128154798,B1
0. male,N2_N2C,euro8,euro4,2.6144200627,3.7061403509,sig,sig,1.4175764651,B1
0. male,N2_N2C,euro8,euro5,4.315581854,3.4218217612,sig,sig,0.7928992838,B1
0. male,N2_N2C,euro8,euro6,4.3471254355,4.9868945869,sig,sig,1.1471706213,B1
0. male,N2_N2C,euro8,euro7,3.8107402032,3.2958801498,sig,sig,0.8648923763,B1
0. male,N2_N2C,euro8,euro8,,,nesig,nesig,,B4
0. male,N2_N2C,euro8,euro9,10.579033134,8.2998251748,sig,sig,0.7845542281,B1
0. male,N2_N2C,euro9,euro1,5.8794600191,6.1978305785,sig,sig,1.0541496257,B1
0. male,N2_N2C,euro9,euro10,2.9058716125,5.3263157895,sig,sig,1.8329494553,B1
0. male,N2_N2C,euro9,euro11,3.2823377498,3.8619310345,sig,sig,1.1765794165,B1
0. male,N2_N2C,euro9,euro12,2.9375,4.1944915254,sig,sig,1.4279120087,B1
0. male,N2_N2C,euro9,euro2,2.7929047908,3.3141661435,sig,sig,1.1866377094,B1
0. male,N2_N2C,euro9,euro3,7.9563636364,6.8564159644,sig,sig,0.8617524635,B1
0. male,N2_N2C,euro9,euro4,3.1283312833,4.1526652452,sig,sig,1.3274378156,B1
0. male,N2_N2C,euro9,euro5,3.8848816673,4.7536231884,sig,sig,1.2236211024,B1
0. male,N2_N2C,euro9,euro6,4.7859848485,6.3687449826,sig,sig,1.3307073015,B1
0. male,N2_N2C,euro9,euro7,4.6904779412,4.6225781611,sig,sig,0.9855239102,B1
0. male,N2_N2C,euro9,euro8,10.579033134,8.2998251748,sig,sig,0.7845542281,B1
0. male,N2_N2C,euro9,euro9,,,nesig,nesig,,B4
0. male,N2_Z,euro1,euro1,,,nesig,nesig,,B4
0. male,N2_Z,euro1,euro10,4.123112962,3.3457912458,sig,sig,0.8114721272,B1
0. male,N2_Z,euro1,euro11,3.4018238814,2.4027355623,sig,sig,0.7063080412,B1
0. male,N2_Z,euro1,euro12,12.550505051,6.994047619,sig,sig,0.5572722047,B1
0. male,N2_Z,euro1,euro2,3.3956043956,1.3265817901,sig,nesig,0.3906761906,B2
0. male,N2_Z,euro1,euro3,20.426356589,7.8058252427,sig,sig,0.3821447652,B1
0. male,N2_Z,euro1,euro4,12.632768362,5.0436161776,sig,sig,0.3992486867,B1
0. male,N2_Z,euro1,euro5,7.0149253731,4.1827292111,sig,sig,0.5962613982,B1
0. male,N2_Z,euro1,euro6,9.8834688347,3.256155303,sig,sig,0.3294547044,B1
0. male,N2_Z,euro1,euro7,4.3726124008,4.2147887324,sig,sig,0.963906321,B1
0. male,N2_Z,euro1,euro8,8.9684447784,2.1597462514,sig,nesig,0.2408161398,B2
0. male,N2_Z,euro1,euro9,5.3857393337,3.1401846453,sig,sig,0.5830554453,B1
0. male,N2_Z,euro10,euro1,4.123112962,3.3457912458,sig,sig,0.8114721272,B1
0. male,N2_Z,euro10,euro10,,,nesig,nesig,,B4
0. male,N2_Z,euro10,euro11,2.6382113821,4.7657657658,sig,sig,1.8064381793,B1
0. male,N2_Z,euro10,euro12,4.0421195652,4.5428571429,sig,sig,1.123879952,B1
0. male,N2_Z,euro10,euro2,3.3638297872,1.9234161989,sig,nesig,0.5717935569,B2
0. male,N2_Z,euro10,euro3,4.5423728814,11.425531915,sig,sig,2.5153223245,B1
